Test_ID,Date_Time,Load_Percent,Input_Voltage_V,Input_Current_A,Input_Power_kW,Output_Voltage_V,Output_Current_A,Output_Power_kW,Efficiency_Percent,Power_Factor,Temperature_C,Switching_Freq_Hz,Loss_kW,Remarks
E0643,2024-03-11 08:42:00,50,12501,20.9,260.3,478,522.8,251.0,96.42,0.966,61.2,9923,9.31,Normal operation
E0644,2024-03-11 09:43:00,50,12478,21.0,261.6,477,523.9,251.5,96.14,0.991,61.0,10414,10.09,Normal operation
E0645,2024-03-11 09:44:00,50,12507,20.9,261.2,480,525.7,252.3,96.60,0.996,64.2,9876,8.88,Normal operation
E0646,2024-03-11 09:45:00,50,12444,21.0,261.8,480,526.3,252.6,96.50,0.987,67.1,10273,9.17,Normal operation
E0647,2024-03-11 10:46:00,50,12434,21.0,261.9,476,526.3,252.6,96.46,0.997,67.0,10255,9.27,Normal operation
E0648,2024-03-11 10:47:00,50,12424,21.0,261.7,475,524.9,251.9,96.27,1.000,60.9,10115,9.77,Normal operation
E0649,2024-03-11 10:48:00,50,12510,20.9,261.0,480,522.9,251.0,96.16,0.977,62.2,10018,10.03,Normal operation
E0650,2024-03-11 11:49:00,50,12496,20.9,260.6,478,521.8,250.5,96.10,1.021,63.6,10259,10.15,Normal operation
E0651,2024-03-11 11:50:00,50,12449,21.0,261.9,476,527.1,253.0,96.61,0.990,60.1,9514,8.89,Normal operation
E0652,2024-03-11 12:51:00,50,12471,21.0,261.6,479,528.0,253.4,96.89,0.963,66.1,9575,8.15,Normal operation
E0653,2024-03-11 12:52:00,50,12466,21.0,261.6,480,527.8,253.3,96.85,1.028,60.4,9916,8.23,Normal operation
E0654,2024-03-11 12:53:00,50,12435,21.0,261.2,480,525.5,252.3,96.56,0.968,60.0,10355,8.99,Normal operation
E0655,2024-03-11 13:54:00,50,12512,21.0,261.5,480,526.3,252.6,96.62,1.000,65.4,10396,8.84,Normal operation
E0656,2024-03-11 13:55:00,50,12461,20.9,260.2,480,524.1,251.6,96.69,1.024,60.4,10121,8.60,Normal operation
E0657,2024-03-11 13:56:00,50,12496,21.0,261.4,481,527.3,253.1,96.82,0.964,65.2,9909,8.31,Normal operation
E0658,2024-03-11 14:57:00,50,12427,20.9,260.5,482,523.5,251.3,96.46,0.950,60.3,10260,9.22,Normal operation
E0659,2024-03-11 14:58:00,50,12445,20.9,260.3,478,524.9,252.0,96.81,0.994,62.2,9817,8.29,Normal operation
E0660,2024-03-11 15:59:00,50,12477,20.9,261.1,481,524.1,251.6,96.35,0.984,60.8,10076,9.54,Normal operation
E0661,2024-03-11 15:00:00,50,12496,20.9,260.3,481,523.7,251.4,96.56,1.026,66.5,9864,8.95,Normal operation
E0662,2024-03-11 15:01:00,50,12511,20.9,260.9,477,523.7,251.4,96.34,1.008,60.8,9578,9.54,Normal operation
E0663,2024-03-11 16:02:00,50,12420,21.0,261.5,477,524.6,251.8,96.29,0.974,67.6,9617,9.71,Normal operation
E0664,2024-03-11 16:03:00,50,12505,20.9,260.9,476,525.1,252.1,96.63,0.953,64.3,9818,8.80,Normal operation
E0665,2024-03-11 16:04:00,50,12448,20.9,260.2,481,522.3,250.7,96.36,0.953,67.8,9911,9.47,Normal operation
E0666,2024-03-11 17:05:00,50,12463,21.0,261.7,478,526.8,252.9,96.61,0.993,62.6,10454,8.87,Normal operation
E0667,2024-03-11 17:06:00,50,12501,20.9,260.6,482,522.0,250.5,96.13,0.974,61.3,10446,10.09,Normal operation
E0668,2024-03-11 18:07:00,50,12446,20.9,260.6,478,525.3,252.2,96.75,1.024,61.2,9657,8.46,Normal operation
E0669,2024-03-11 18:08:00,50,12478,21.0,261.7,484,526.0,252.5,96.48,0.982,65.0,9617,9.20,Normal operation
E0670,2024-03-11 18:09:00,50,12450,20.9,261.0,478,526.1,252.5,96.75,1.019,66.3,10079,8.48,Normal operation
E0671,2024-03-11 19:10:00,50,12428,20.9,260.2,485,524.5,251.8,96.76,0.984,65.1,10427,8.43,Normal operation
E0672,2024-03-11 19:11:00,50,12442,21.0,261.4,481,523.8,251.4,96.18,0.984,62.0,9853,10.00,Normal operation
E0673,2024-03-11 19:12:00,50,12463,20.9,260.7,477,524.2,251.6,96.51,0.964,66.4,10299,9.11,Normal operation
E0674,2024-03-11 20:13:00,50,12456,20.9,260.5,478,522.8,251.0,96.33,0.996,67.0,9731,9.56,Normal operation
E0675,2024-03-11 20:14:00,50,12519,21.0,261.3,484,526.2,252.6,96.68,0.950,61.9,10002,8.68,Normal operation
E0676,2024-03-11 21:15:00,50,12495,21.0,261.6,483,526.3,252.6,96.57,0.956,64.0,10197,8.97,Normal operation
E0677,2024-03-11 21:16:00,50,12485,20.9,261.0,480,525.9,252.4,96.73,1.027,64.6,10311,8.53,Normal operation
E0678,2024-03-11 21:17:00,50,12487,20.9,261.2,479,526.9,252.9,96.83,0.983,60.3,10245,8.29,Normal operation
E0679,2024-03-11 22:18:00,50,12455,20.9,260.9,480,523.3,251.2,96.28,1.000,62.2,10206,9.71,Normal operation
E0680,2024-03-11 22:19:00,50,12466,20.9,260.0,477,524.7,251.8,96.85,1.000,64.1,9811,8.19,Normal operation
E0681,2024-03-11 22:20:00,50,12449,21.0,261.4,484,523.8,251.4,96.20,1.009,66.2,9766,9.92,Normal operation
E0682,2024-03-11 23:21:00,50,12490,20.9,260.0,481,520.9,250.0,96.15,0.964,61.3,9703,10.01,Normal operation
E0683,2024-03-11 23:22:00,50,12445,20.9,260.9,476,525.5,252.3,96.68,0.952,60.6,9915,8.67,Normal operation
E0684,2024-03-11 24:23:00,50,12447,20.9,260.4,479,524.8,251.9,96.74,0.993,63.8,9562,8.49,Normal operation
E0685,2024-03-11 24:24:00,50,12512,20.9,260.4,483,524.4,251.7,96.68,1.001,64.7,9924,8.65,Normal operation
E0686,2024-03-11 24:25:00,50,12438,20.9,260.0,478,521.9,250.5,96.33,0.952,65.5,10209,9.54,Normal operation
E0687,2024-03-11 25:26:00,50,12504,20.9,260.6,483,523.7,251.4,96.47,0.960,64.7,9617,9.21,Normal operation
E0688,2024-03-11 25:27:00,50,12478,20.9,260.5,475,525.6,252.3,96.86,1.017,63.1,10072,8.18,Normal operation
E0689,2024-03-11 25:28:00,50,12457,21.0,261.4,482,526.9,252.9,96.76,0.987,61.0,9584,8.48,Normal operation
E0690,2024-03-11 26:29:00,50,12462,21.0,261.3,480,527.0,252.9,96.80,0.977,64.8,10069,8.36,Normal operation
E0691,2024-03-11 26:30:00,50,12440,20.9,260.2,478,521.9,250.5,96.26,0.967,60.8,10028,9.74,Normal operation
E0692,2024-03-11 27:31:00,50,12476,21.0,261.6,477,524.3,251.7,96.20,1.001,65.6,9672,9.94,Normal operation
E0693,2024-03-11 27:32:00,50,12445,20.9,260.2,481,523.0,251.0,96.49,1.023,64.5,9910,9.13,Normal operation
E0694,2024-03-11 27:33:00,50,12496,21.0,261.5,481,526.4,252.7,96.63,1.001,61.0,9689,8.80,Normal operation
E0695,2024-03-11 28:34:00,50,12454,21.0,261.6,476,528.0,253.4,96.88,0.986,67.0,10044,8.17,Normal operation
E0696,2024-03-11 28:35:00,50,12443,21.0,261.6,480,524.7,251.9,96.28,0.972,63.6,9702,9.73,Normal operation
E0697,2024-03-11 28:36:00,50,12467,20.9,260.1,484,522.4,250.7,96.39,1.015,67.5,10066,9.40,Normal operation
E0698,2024-03-11 29:37:00,50,12494,20.9,260.1,482,521.6,250.4,96.27,1.003,64.2,9540,9.69,Normal operation
E0699,2024-03-11 29:38:00,50,12510,20.9,260.3,485,522.7,250.9,96.38,0.995,63.4,9525,9.42,Normal operation
E0700,2024-03-11 30:39:00,50,12467,20.9,260.4,484,522.8,250.9,96.38,0.989,67.6,9543,9.43,Normal operation
E0701,2024-03-11 30:40:00,50,12435,20.9,260.9,483,525.0,252.0,96.60,0.972,67.8,10143,8.87,Normal operation
E0702,2024-03-11 30:41:00,50,12463,20.9,261.0,485,524.9,251.9,96.53,0.977,65.9,10346,9.05,Normal operation
E0703,2024-03-11 31:42:00,50,12437,21.0,261.3,482,523.7,251.4,96.21,0.969,64.0,9549,9.90,Normal operation
E0704,2024-03-11 31:43:00,50,12451,20.9,260.7,483,525.0,252.0,96.65,1.020,66.1,9958,8.74,Normal operation
E0705,2024-03-12 08:44:00,50,12428,20.9,260.2,478,521.8,250.5,96.24,1.023,60.0,9665,9.79,Normal operation
E0706,2024-03-12 08:45:00,50,12494,20.9,260.8,485,524.1,251.6,96.45,0.952,66.3,10097,9.25,Normal operation
E0707,2024-03-12 08:46:00,50,12485,21.0,261.8,476,525.3,252.2,96.33,1.028,65.3,10153,9.60,Normal operation
E0708,2024-03-12 09:47:00,50,12437,21.0,261.6,482,526.0,252.5,96.52,1.000,66.7,10235,9.11,Normal operation
E0709,2024-03-12 09:48:00,50,12516,20.9,260.7,479,523.0,251.1,96.31,0.974,62.8,9687,9.61,Normal operation
E0710,2024-03-12 09:49:00,50,12454,21.0,262.0,475,528.1,253.5,96.77,0.972,65.4,10453,8.46,Normal operation
E0711,2024-03-12 10:50:00,50,12498,21.0,261.4,482,526.0,252.5,96.58,1.028,60.2,9540,8.93,Normal operation
E0712,2024-03-12 10:51:00,50,12435,20.9,260.3,485,525.0,252.0,96.82,1.008,67.4,9811,8.28,Normal operation
E0713,2024-03-12 10:52:00,50,12460,20.9,260.5,480,522.3,250.7,96.22,0.986,64.3,10423,9.86,Normal operation
E0714,2024-03-12 11:53:00,50,12475,20.9,260.7,478,523.9,251.5,96.44,0.972,67.6,10362,9.29,Normal operation
E0715,2024-03-12 11:54:00,50,12470,21.0,261.4,482,523.8,251.4,96.20,0.987,63.9,9692,9.94,Normal operation
E0716,2024-03-12 12:55:00,50,12511,21.0,261.8,484,526.5,252.7,96.52,1.015,62.8,9838,9.12,Normal operation
E0717,2024-03-12 12:56:00,50,12505,20.9,260.0,479,521.6,250.4,96.29,0.961,67.5,10223,9.65,Normal operation
E0718,2024-03-12 12:57:00,50,12443,20.9,260.1,485,524.5,251.7,96.79,0.957,67.1,9685,8.36,Normal operation
E0719,2024-03-12 13:58:00,50,12446,20.9,260.1,484,523.3,251.2,96.56,1.000,65.2,10437,8.95,Normal operation
E0720,2024-03-12 13:59:00,50,12503,21.0,261.6,483,527.7,253.3,96.84,0.996,65.2,9960,8.26,Normal operation
E0721,2024-03-12 13:00:00,50,12473,20.9,260.2,484,522.7,250.9,96.43,0.990,65.1,9563,9.30,Normal operation
E0722,2024-03-12 14:01:00,50,12510,21.0,261.7,476,527.6,253.2,96.77,1.005,60.6,10055,8.45,Normal operation
E0723,2024-03-12 14:02:00,50,12493,21.0,261.3,484,526.5,252.7,96.70,0.969,64.7,10057,8.62,Normal operation
E0724,2024-03-12 15:03:00,50,12443,21.0,261.4,485,526.7,252.8,96.71,0.974,61.4,10392,8.60,Normal operation
E0725,2024-03-12 15:04:00,50,12458,20.9,260.6,481,524.1,251.6,96.53,0.967,66.3,9515,9.05,Normal operation
E0726,2024-03-12 15:05:00,50,12479,21.0,261.6,476,523.7,251.4,96.10,0.996,67.6,10384,10.20,Normal operation
E0727,2024-03-12 16:06:00,50,12435,20.9,260.3,478,523.4,251.2,96.51,0.968,61.0,10448,9.09,Normal operation
E0728,2024-03-12 16:07:00,50,12421,21.0,261.5,480,524.0,251.5,96.19,0.981,64.6,10274,9.97,Normal operation
E0729,2024-03-12 16:08:00,50,12492,21.0,262.0,478,526.5,252.7,96.46,1.005,63.7,9621,9.26,Normal operation
E0730,2024-03-12 17:09:00,50,12458,20.9,260.2,479,521.5,250.3,96.19,1.012,62.1,10347,9.93,Normal operation
E0731,2024-03-12 17:10:00,50,12481,20.9,261.1,483,524.8,251.9,96.47,0.962,60.8,9538,9.22,Normal operation
E0732,2024-03-12 18:11:00,50,12462,20.9,260.8,482,522.6,250.9,96.19,0.954,65.7,9894,9.93,Normal operation
E0733,2024-03-12 18:12:00,50,12511,20.9,260.3,485,522.8,250.9,96.41,0.994,61.9,9838,9.34,Normal operation
E0734,2024-03-12 18:13:00,50,12450,20.9,260.2,484,523.9,251.5,96.66,1.007,65.7,9584,8.70,Normal operation
E0735,2024-03-12 19:14:00,50,12511,21.0,261.5,475,524.6,251.8,96.28,0.995,62.8,9552,9.72,Normal operation
E0736,2024-03-12 19:15:00,50,12427,20.9,260.9,482,522.8,251.0,96.19,0.964,65.5,9559,9.93,Normal operation
E0737,2024-03-12 19:16:00,50,12449,20.9,260.4,476,523.0,251.0,96.40,0.973,61.1,9635,9.37,Normal operation
E0738,2024-03-12 20:17:00,50,12444,21.0,261.6,478,526.0,252.5,96.51,0.951,63.7,10481,9.14,Normal operation
E0739,2024-03-12 20:18:00,50,12421,21.0,261.4,485,525.7,252.4,96.54,0.965,64.4,10286,9.05,Normal operation
E0740,2024-03-12 21:19:00,50,12501,20.9,260.4,478,522.6,250.8,96.32,1.009,62.3,9818,9.59,Normal operation
E0741,2024-03-12 21:20:00,50,12424,21.0,261.7,482,525.5,252.2,96.37,0.967,67.5,9667,9.50,Normal operation
E0742,2024-03-12 21:21:00,50,12450,21.0,261.5,478,523.6,251.3,96.12,0.957,62.6,9853,10.14,Normal operation
E0743,2024-03-12 22:22:00,50,12439,21.0,261.7,482,527.7,253.3,96.77,1.030,67.6,9740,8.45,Normal operation
E0744,2024-03-12 22:23:00,50,12444,20.9,261.0,478,526.8,252.9,96.87,0.996,67.5,10272,8.17,Normal operation
E0745,2024-03-12 22:24:00,50,12481,20.9,261.1,478,525.0,252.0,96.53,0.993,62.2,10344,9.06,Normal operation
E0746,2024-03-12 23:25:00,50,12518,21.0,261.7,484,526.3,252.6,96.52,0.964,62.6,10465,9.11,Normal operation
E0747,2024-03-12 23:26:00,50,12442,20.9,260.3,481,523.0,251.0,96.46,1.022,66.0,10270,9.22,Normal operation
E0748,2024-03-12 24:27:00,50,12427,21.0,261.4,480,526.4,252.7,96.68,0.966,62.9,10146,8.67,Normal operation
E0749,2024-03-12 24:28:00,50,12520,20.9,260.8,481,523.7,251.4,96.40,1.025,65.8,10370,9.39,Normal operation
E0750,2024-03-12 24:29:00,50,12488,20.9,261.2,479,523.1,251.1,96.15,0.971,67.7,10370,10.05,Normal operation
E0751,2024-03-12 25:30:00,50,12502,20.9,260.5,482,524.5,251.8,96.64,1.024,66.9,9999,8.76,Normal operation
E0752,2024-03-12 25:31:00,50,12514,21.0,261.7,477,525.1,252.1,96.30,0.974,67.3,9517,9.68,Normal operation
E0753,2024-03-12 25:32:00,50,12497,20.9,260.6,483,522.6,250.9,96.27,0.954,65.8,10068,9.73,Normal operation
E0754,2024-03-12 26:33:00,50,12515,20.9,260.9,477,526.3,252.6,96.83,1.030,67.6,10464,8.27,Normal operation
E0755,2024-03-12 26:34:00,50,12519,20.9,260.4,479,525.4,252.2,96.84,1.029,64.1,9521,8.22,Normal operation
E0756,2024-03-12 27:35:00,50,12505,20.9,260.3,485,524.5,251.8,96.71,0.956,63.8,9840,8.56,Normal operation
E0757,2024-03-12 27:36:00,50,12458,20.9,260.9,477,522.9,251.0,96.21,0.970,61.8,9916,9.89,Normal operation
E0758,2024-03-12 27:37:00,50,12436,21.0,261.9,483,526.6,252.8,96.50,0.961,60.1,10404,9.18,Normal operation
E0759,2024-03-12 28:38:00,50,12468,20.9,260.6,477,525.0,252.0,96.70,1.002,60.2,10363,8.61,Normal operation
E0760,2024-03-12 28:39:00,50,12431,21.0,261.8,485,528.5,253.7,96.87,1.021,61.5,10177,8.18,Normal operation
E0761,2024-03-12 28:40:00,50,12471,20.9,260.6,484,521.9,250.5,96.13,1.026,60.1,9511,10.09,Normal operation
E0762,2024-03-12 29:41:00,50,12494,21.0,261.6,484,525.9,252.4,96.48,0.982,67.7,10457,9.20,Normal operation
E0763,2024-03-12 29:42:00,50,12517,21.0,261.3,478,525.9,252.4,96.59,0.998,65.7,9821,8.90,Normal operation
E0764,2024-03-12 30:43:00,50,12461,21.0,261.3,484,523.3,251.2,96.11,1.018,67.4,10314,10.17,Normal operation
E0765,2024-03-12 30:44:00,50,12511,20.9,261.2,483,523.7,251.4,96.23,0.968,67.0,9680,9.84,Normal operation
E0766,2024-03-12 30:45:00,50,12503,20.9,261.1,480,525.5,252.3,96.60,1.022,61.6,9676,8.89,Normal operation
E0767,2024-03-12 31:46:00,50,12498,20.9,261.2,477,526.3,252.6,96.71,0.978,62.9,9915,8.59,Normal operation
E0768,2024-03-12 31:47:00,50,12466,20.9,260.0,482,524.1,251.6,96.75,0.986,67.5,10072,8.45,Normal operation
E0769,2024-03-13 08:48:00,50,12490,20.9,260.6,484,525.3,252.1,96.75,0.965,61.1,9839,8.47,Normal operation
E0770,2024-03-13 08:49:00,50,12426,20.9,261.2,475,524.8,251.9,96.46,0.960,67.3,9698,9.25,Normal operation
E0771,2024-03-13 08:50:00,50,12500,21.0,261.3,481,524.9,252.0,96.41,1.017,62.5,9697,9.39,Normal operation
E0772,2024-03-13 09:51:00,50,12517,21.0,261.3,482,525.5,252.3,96.53,0.981,64.5,10161,9.08,Normal operation
E0773,2024-03-13 09:52:00,50,12502,21.0,261.6,482,527.2,253.1,96.72,0.991,65.1,10263,8.58,Normal operation
E0774,2024-03-13 09:53:00,50,12454,20.9,260.4,479,522.5,250.8,96.33,1.002,67.2,10284,9.54,Normal operation
E0775,2024-03-13 10:54:00,50,12514,20.9,260.8,475,523.9,251.5,96.41,1.019,64.4,9819,9.38,Normal operation
E0776,2024-03-13 10:55:00,50,12508,20.9,260.4,481,525.6,252.3,96.89,0.992,67.1,10099,8.09,Normal operation
E0777,2024-03-13 10:56:00,50,12431,20.9,261.1,481,524.8,251.9,96.49,0.972,61.9,10395,9.17,Normal operation
E0778,2024-03-13 11:57:00,50,12431,20.9,260.2,483,524.3,251.7,96.73,0.992,60.1,9817,8.51,Normal operation
E0779,2024-03-13 11:58:00,50,12456,20.9,260.6,481,522.6,250.8,96.26,1.005,67.6,10285,9.74,Normal operation
E0780,2024-03-13 12:59:00,50,12433,20.9,261.1,483,525.1,252.0,96.54,0.989,60.0,9563,9.02,Normal operation
E0781,2024-03-13 12:00:00,50,12459,20.9,260.0,483,522.0,250.5,96.35,0.995,60.9,10184,9.49,Normal operation
E0782,2024-03-13 12:01:00,50,12503,20.9,260.8,481,525.3,252.1,96.68,0.954,62.2,10091,8.65,Normal operation
E0783,2024-03-13 13:02:00,50,12483,21.0,261.6,476,528.0,253.4,96.86,0.995,64.4,9922,8.20,Normal operation
E0784,2024-03-13 13:03:00,50,12456,21.0,261.9,479,524.9,252.0,96.20,0.971,60.3,10199,9.94,Normal operation
E0785,2024-03-13 13:04:00,50,12485,20.9,260.6,482,522.0,250.5,96.13,0.953,61.4,10044,10.09,Normal operation
E0786,2024-03-13 14:05:00,50,12471,21.0,261.4,479,525.0,252.0,96.41,1.018,63.2,10479,9.38,Normal operation
E0787,2024-03-13 14:06:00,50,12461,20.9,260.5,479,523.5,251.3,96.46,1.028,63.2,9808,9.22,Normal operation
E0788,2024-03-13 15:07:00,50,12500,20.9,260.4,478,522.9,251.0,96.38,1.014,61.1,9729,9.43,Normal operation
E0789,2024-03-13 15:08:00,50,12456,21.0,261.8,484,526.6,252.8,96.54,0.970,63.1,10379,9.05,Normal operation
E0790,2024-03-13 15:09:00,50,12508,20.9,260.1,481,523.4,251.3,96.60,1.009,62.9,9976,8.84,Normal operation
E0791,2024-03-13 16:10:00,50,12455,20.9,261.2,484,525.5,252.2,96.55,0.972,60.4,10392,9.00,Normal operation
E0792,2024-03-13 16:11:00,50,12438,20.9,260.5,482,521.7,250.4,96.13,0.953,65.4,9929,10.07,Normal operation
E0793,2024-03-13 16:12:00,50,12445,21.0,261.9,480,528.1,253.5,96.79,0.994,63.1,10370,8.41,Normal operation
E0794,2024-03-13 17:13:00,50,12432,20.9,260.7,476,525.2,252.1,96.69,0.984,67.4,9958,8.63,Normal operation
E0795,2024-03-13 17:14:00,50,12457,20.9,261.1,481,524.4,251.7,96.42,1.021,66.0,9770,9.34,Normal operation
E0796,2024-03-13 18:15:00,50,12434,20.9,260.2,477,523.0,251.0,96.46,0.992,67.2,10283,9.20,Normal operation
E0797,2024-03-13 18:16:00,50,12480,20.9,260.8,481,525.0,252.0,96.61,1.025,62.9,9956,8.85,Normal operation
E0798,2024-03-13 18:17:00,50,12500,21.0,261.8,477,525.8,252.4,96.38,1.028,60.5,9735,9.47,Normal operation
E0799,2024-03-13 19:18:00,50,12488,21.0,261.5,484,526.1,252.5,96.58,0.997,65.8,10439,8.93,Normal operation
E0800,2024-03-13 19:19:00,50,12505,21.0,261.4,482,525.1,252.1,96.44,0.961,63.2,10249,9.30,Normal operation
E0801,2024-03-13 19:20:00,60,12486,25.0,312.0,482,624.9,299.9,96.12,0.974,69.4,10075,12.09,Normal operation
E0802,2024-03-13 20:21:00,60,12496,25.1,313.3,479,630.7,302.7,96.63,0.990,69.6,9828,10.56,Normal operation
E0803,2024-03-13 20:22:00,60,12487,25.1,313.1,476,629.1,302.0,96.46,1.013,72.6,10044,11.10,Normal operation
E0804,2024-03-13 21:23:00,60,12462,25.1,313.4,484,631.4,303.1,96.72,0.995,70.8,10271,10.29,Normal operation
E0805,2024-03-13 21:24:00,60,12441,25.0,312.2,481,626.7,300.8,96.36,0.960,69.1,9549,11.36,Normal operation
E0806,2024-03-13 21:25:00,60,12461,25.0,312.3,480,626.1,300.5,96.22,0.959,74.2,10088,11.81,Normal operation
E0807,2024-03-13 22:26:00,60,12446,25.2,313.7,484,630.4,302.6,96.47,0.954,68.8,9638,11.09,Normal operation
E0808,2024-03-13 22:27:00,60,12441,25.1,313.4,480,632.5,303.6,96.86,1.003,68.1,9767,9.84,Normal operation
E0809,2024-03-13 22:28:00,60,12497,25.0,312.1,485,626.6,300.8,96.37,1.001,72.5,10336,11.33,Normal operation
E0810,2024-03-13 23:29:00,60,12515,25.1,313.4,478,632.7,303.7,96.90,0.981,70.7,9662,9.73,Normal operation
E0811,2024-03-13 23:30:00,60,12451,25.1,313.6,484,628.1,301.5,96.14,1.017,73.9,9882,12.11,Normal operation
E0812,2024-03-13 24:31:00,60,12445,25.1,313.0,475,628.5,301.7,96.37,1.028,67.4,9803,11.35,Normal operation
E0813,2024-03-13 24:32:00,60,12512,25.2,313.7,483,630.1,302.4,96.39,1.002,71.5,10256,11.31,Normal operation
E0814,2024-03-13 24:33:00,60,12469,25.1,312.7,476,628.2,301.6,96.43,0.965,67.3,9775,11.15,Normal operation
E0815,2024-03-13 25:34:00,60,12494,25.0,312.2,476,625.7,300.3,96.20,0.990,67.7,10385,11.88,Normal operation
E0816,2024-03-13 25:35:00,60,12423,25.1,313.5,480,629.8,302.3,96.43,1.006,73.4,10319,11.19,Normal operation
E0817,2024-03-13 25:36:00,60,12435,25.1,313.1,477,627.2,301.0,96.16,0.976,74.5,10171,12.03,Normal operation
E0818,2024-03-13 26:37:00,60,12519,25.0,312.1,479,625.3,300.2,96.18,1.026,70.9,10380,11.91,Normal operation
E0819,2024-03-13 26:38:00,60,12494,25.2,313.8,479,631.7,303.2,96.63,0.979,73.5,9544,10.57,Normal operation
E0820,2024-03-13 27:39:00,60,12446,25.1,312.7,477,626.4,300.6,96.15,0.979,72.6,9770,12.03,Normal operation
E0821,2024-03-13 27:40:00,60,12433,25.1,312.8,482,630.4,302.6,96.74,0.971,72.0,9822,10.20,Normal operation
E0822,2024-03-13 27:41:00,60,12502,25.1,313.4,481,631.8,303.3,96.79,0.952,67.2,9874,10.07,Normal operation
E0823,2024-03-13 28:42:00,60,12425,25.0,312.1,478,629.3,302.1,96.78,0.971,73.4,9792,10.04,Normal operation
E0824,2024-03-13 28:43:00,60,12504,25.1,313.4,484,629.4,302.1,96.39,1.007,69.2,10179,11.30,Normal operation
E0825,2024-03-13 28:44:00,60,12444,25.1,313.4,480,627.9,301.4,96.16,1.023,74.6,9725,12.04,Normal operation
E0826,2024-03-13 29:45:00,60,12505,25.0,312.1,479,625.1,300.1,96.14,0.971,74.8,10001,12.03,Normal operation
E0827,2024-03-13 29:46:00,60,12436,25.2,313.8,479,633.0,303.9,96.84,0.996,74.0,9895,9.90,Normal operation
E0828,2024-03-13 30:47:00,60,12421,25.1,313.1,480,628.5,301.7,96.35,1.021,67.4,10042,11.41,Normal operation
E0829,2024-03-13 30:48:00,60,12506,25.1,313.0,484,631.2,303.0,96.80,1.018,68.3,10463,10.01,Normal operation
E0830,2024-03-13 30:49:00,60,12492,25.1,313.0,484,628.1,301.5,96.32,1.026,72.2,9528,11.53,Normal operation
E0831,2024-03-13 31:50:00,60,12449,25.1,312.9,482,628.1,301.5,96.36,1.026,71.5,9705,11.40,Normal operation
E0832,2024-03-13 31:51:00,60,12445,25.1,313.5,480,628.3,301.6,96.20,0.970,69.5,10132,11.90,Normal operation
E0833,2024-03-14 08:52:00,60,12464,25.1,313.3,479,629.7,302.3,96.47,1.017,71.7,9887,11.05,Normal operation
E0834,2024-03-14 08:53:00,60,12438,25.1,313.1,478,627.7,301.3,96.23,0.950,73.4,10349,11.79,Normal operation
E0835,2024-03-14 08:54:00,60,12422,25.1,313.5,485,630.5,302.7,96.55,1.029,71.2,9932,10.80,Normal operation
E0836,2024-03-14 09:55:00,60,12447,25.1,312.8,482,627.6,301.3,96.31,1.017,74.0,10495,11.53,Normal operation
E0837,2024-03-14 09:56:00,60,12515,25.1,312.5,480,628.7,301.8,96.57,0.998,70.0,9504,10.71,Normal operation
E0838,2024-03-14 09:57:00,60,12466,25.0,312.3,483,629.8,302.3,96.81,0.966,67.4,10196,9.97,Normal operation
E0839,2024-03-14 10:58:00,60,12507,25.1,312.6,483,627.1,301.0,96.28,0.999,69.2,9880,11.62,Normal operation
E0840,2024-03-14 10:59:00,60,12445,25.1,313.0,477,629.2,302.0,96.50,0.989,67.2,10205,10.97,Normal operation
E0841,2024-03-14 10:00:00,60,12473,25.2,313.9,481,630.0,302.4,96.34,0.972,71.9,10369,11.48,Normal operation
E0842,2024-03-14 11:01:00,60,12479,25.0,312.3,484,630.1,302.4,96.85,0.976,71.7,9925,9.82,Normal operation
E0843,2024-03-14 11:02:00,60,12446,25.1,313.2,480,631.4,303.1,96.76,1.004,74.3,10045,10.16,Normal operation
E0844,2024-03-14 12:03:00,60,12504,25.1,312.6,481,627.8,301.3,96.39,0.989,67.7,10481,11.28,Normal operation
E0845,2024-03-14 12:04:00,60,12428,25.1,313.5,480,628.3,301.6,96.20,0.959,74.7,10314,11.91,Normal operation
E0846,2024-03-14 12:05:00,60,12507,25.1,312.6,479,628.9,301.9,96.58,0.957,70.1,9850,10.70,Normal operation
E0847,2024-03-14 13:06:00,60,12494,25.0,312.1,481,629.4,302.1,96.78,1.004,70.6,9973,10.04,Normal operation
E0848,2024-03-14 13:07:00,60,12490,25.0,312.3,476,629.8,302.3,96.81,0.993,70.4,10000,9.95,Normal operation
E0849,2024-03-14 13:08:00,60,12480,25.2,313.9,481,630.1,302.5,96.34,0.993,73.1,10208,11.48,Normal operation
E0850,2024-03-14 14:09:00,60,12443,25.2,314.0,476,633.4,304.0,96.84,1.016,69.2,10345,9.93,Normal operation
E0851,2024-03-14 14:10:00,60,12451,25.0,312.4,476,627.6,301.3,96.45,0.980,67.5,10318,11.10,Normal operation
E0852,2024-03-14 15:11:00,60,12482,25.1,312.5,478,627.2,301.1,96.35,0.952,68.3,9816,11.40,Normal operation
E0853,2024-03-14 15:12:00,60,12503,25.0,312.1,475,629.0,301.9,96.75,0.969,68.8,9594,10.13,Normal operation
E0854,2024-03-14 15:13:00,60,12519,25.1,313.0,484,628.0,301.5,96.30,0.966,73.2,10470,11.58,Normal operation
E0855,2024-03-14 16:14:00,60,12466,25.1,312.9,484,627.1,301.0,96.22,1.024,70.7,9882,11.84,Normal operation
